comment_id,emotional_entropy,valence_mixing
edfehd6,0.0,0.0
efazz7y,0.0,0.0
edrlpo4,1.0,1.0
eecrwp9,0.0,0.0
eeqygr1,0.0,0.0
edor8ek,1.5849625,0.9182958
edidxbb,0.0,0.0
edqdu5y,1.0,1.0
ed8wcui,1.0,1.0
ed5bb5g,2.0,0.8112781
edo7dg4,1.5849625,0.9182958
eem5nzx,2.3219281,1.5219281
eeiey15,2.3219281,1.5219281
eex897e,1.5849625,0.9182958
eenkrlp,2.3219281,0.0
ee0tqqn,1.0,0.0
edl1de7,1.5849625,0.0
edh4pwe,0.0,0.0
eeesact,1.5849625,0.0
ed6mx05,0.0,0.0
efat0d3,0.0,0.0
eek6c0h,1.5849625,0.0
ed6sujy,1.5849625,0.9182958
edjok9u,1.0,1.0
ed03ln4,2.0,1.5
eev9uy5,2.0,0.8112781
eevoblm,2.5849625,1.4591479
efe5dyh,1.5849625,0.0
edjzyog,0.0,0.0
ee89vvk,1.5849625,0.9182958
eergn07,0.0,0.0
ef2ujm3,1.0,1.0
ed42oct,0.0,0.0
ef87otb,2.5849625,0.6500224
eebg3ep,1.5849625,1.5849625
eek8aix,0.0,0.0
ee7fqdl,2.0,1.0
ee9d3z8,2.0,0.0
eehkwjq,2.0,0.8112781
edxtq7b,0.0,0.0
eeiba5r,1.0,1.0
ef2njj1,2.3219281,0.7219281
ee3ci29,0.0,0.0
eezoc14,1.5849625,0.9182958
ef4hmd2,2.0,0.0
efeyxo2,1.5849625,0.9182958
efdnlug,1.0,1.0
ef92rvf,1.5849625,0.9182958
eehgbfo,0.0,0.0
edzvnzh,1.5849625,1.5849625
eezsy3l,1.5849625,0.0
eemlsrd,1.0,1.0
efa2ndo,1.0,0.0
eerqtgg,0.0,0.0
eelvbdz,1.5849625,0.0
ef70ciu,0.0,0.0
ef4mcnv,0.0,0.0
eecvojh,1.5849625,0.9182958
ee0uqwk,1.0,0.0
eec3527,1.0,1.0
eehgd6y,2.0,0.0
ed1295i,1.5849625,0.9182958
eez78kp,3.169925,1.3921472
ee3o3ko,0.0,0.0
ee62myo,0.0,0.0
ee9hsa0,2.0,0.8112781
edyxvva,2.0,1.5
edwvvem,1.5849625,0.9182958
edlqs8k,0.0,0.0
edt0om4,1.5849625,0.0
eda39zg,0.0,0.0
eeex1n4,0.0,0.0
ef85znr,1.0,1.0
ed5c5wi,2.3219281,0.9709506
eelvixz,1.5849625,0.9182958
edjcvbi,1.0,0.0
eevkp4l,1.0,0.0
eexntnh,1.5849625,0.0
ed2655t,0.0,0.0
eex4jtz,1.5849625,0.9182958
ed3hcqs,1.0,1.0
efe8tec,1.0,1.0
eeyn0q6,0.0,0.0
efgfasd,1.5849625,1.5849625
ef913ay,1.0,0.0
eedvd5c,2.0,1.5
eeyj6hn,2.0,1.0
ed45q4n,0.0,0.0
eene6b9,1.0,0.0
eevxxhz,1.5849625,0.9182958
efgz96k,0.0,0.0
efg9r94,1.0,0.0
eey3ql1,1.0,1.0
edparo9,1.5849625,0.9182958
edcq5b8,0.0,0.0
ed18cwh,0.0,0.0
effcf1o,0.0,0.0
edbbnj9,2.0,0.8112781
eel4lvv,1.0,0.0
eett2uq,0.0,0.0
eekn9ce,2.0,1.0
ed6njud,0.0,0.0
eekml9b,2.0,1.0
ee5k7oy,1.5849625,0.0
eegfxl6,0.0,0.0
efd7a27,1.0,1.0
eeor54h,1.5849625,0.9182958
edjvhp9,1.5849625,0.0
eeo583j,1.5849625,0.0
ef49a7u,0.0,0.0
ee3bbxa,1.5849625,0.0
ed2i5q7,2.0,1.0
edmc7uh,1.0,0.0
ed7y785,1.0,0.0
ee32y8f,0.0,0.0
ee84mpq,2.0,0.8112781
eeceuhy,1.0,1.0
edmhlr3,0.0,0.0
edfisjg,2.0,0.8112781
eevdq45,0.0,0.0
eff3tzr,2.0,0.0
edoxa00,1.5849625,0.0
eeuwiz4,1.5849625,0.0
eebwp4z,2.0,0.0
edtg4f1,0.0,0.0
edctups,1.0,0.0
edg469u,1.5849625,1.5849625
ee5hqiq,1.0,1.0
edphj1z,1.0,0.0
eei3xh5,0.0,0.0
edn3x7l,0.0,0.0
ef3hqcr,1.5849625,0.9182958
edjubgh,0.0,0.0
ee8t7nj,1.5849625,0.9182958
edy8fx8,1.0,1.0
edulm39,1.5849625,0.9182958
edierqs,1.5849625,0.9182958
eedrq18,0.0,0.0
eelzg98,2.0,1.5
ef0z0wm,2.3219281,0.7219281
ef8drz1,0.0,0.0
ef6mb8l,0.0,0.0
ef65hjl,1.0,0.0
ed3xhie,2.0,0.8112781
edwqv7j,1.0,0.0
edu51xt,2.3219281,1.3709506
edsx4p1,2.0,0.0
ef6lfis,1.0,0.0
eeoo49f,1.0,0.0
eewwqpp,1.0,0.0
edpy58u,1.5849625,0.0
ee0ffkt,0.0,0.0
efcq9qk,2.0,1.0
edou1mx,2.0,0.8112781
eeugqo2,0.0,0.0
efdqmtz,2.0,0.8112781
eet34kk,1.5849625,0.9182958
ee2w72f,0.0,0.0
edynmel,1.0,0.0
eduajdj,0.0,0.0
eezzz0j,2.0,0.8112781
ed4nbkm,2.0,0.8112781
eerrxjg,2.0,0.8112781
ef013vg,2.0,0.0
ef0w1a0,1.0,0.0
ee3ns48,1.5849625,1.5849625
eedlul8,1.0,1.0
eedklxd,0.0,0.0
ee4lptt,1.0,1.0
ef9yfro,2.5849625,1.2516292
eetdjlx,2.0,1.0
eeune5f,0.0,0.0
edp43iz,1.5849625,0.9182958
eelgm7t,0.0,0.0
ed6g72x,0.0,0.0
edmnf28,1.0,0.0
edlkf8v,2.0,0.0
eedksqm,2.3219281,1.3709506
ed1iwsh,0.0,0.0
ee0mk7b,1.5849625,1.5849625
ee9z4d0,0.0,0.0
eedhktm,1.0,1.0
eezrdgg,0.0,0.0
ee1uit6,1.0,0.0
ee2ykiv,2.0,0.8112781
ed0w5cy,1.5849625,0.0
eexfp11,0.0,0.0
eelbtic,0.0,0.0
ed3xofi,1.0,0.0
eehh91f,2.0,0.0
efdq45j,1.5849625,1.5849625
ef5mgqi,0.0,0.0
eeit17q,1.5849625,0.9182958
eekzzhy,0.0,0.0
edyyavm,1.5849625,0.9182958
ed9i07r,1.5849625,0.0
eczkjtx,0.0,0.0
eee2bou,0.0,0.0
eekzhyh,1.0,0.0
ees2tk1,0.0,0.0
ed8ulgq,1.5849625,0.9182958
edsi9v1,2.3219281,0.0
edks1gr,1.0,1.0
ef3n4uz,2.5849625,0.6500224
ecznom8,1.5849625,1.5849625
ee3ayju,1.5849625,0.9182958
eeiw2s5,1.5849625,0.0
edg5g33,1.5849625,0.9182958
eesiyw1,2.0,1.0
edpsqo1,1.5849625,0.0
eedl6e1,0.0,0.0
eeql7n8,1.0,0.0
eemm4os,0.0,0.0
eea4vud,1.0,0.0
eek9l12,1.5849625,0.9182958
ee67r8a,3.169925,0.9910761
edreygw,1.0,1.0
edg02o2,1.0,0.0
effsnjo,1.5849625,0.9182958
ef7spq7,2.3219281,1.3709506
efbk1f2,1.5849625,0.9182958
edqbrtz,1.5849625,0.9182958
ednk6hr,0.0,0.0
eczwd4q,0.0,0.0
ef74jfv,1.0,0.0
edgnia9,1.5849625,1.5849625
eebcsjz,1.0,1.0
ed81gx3,2.3219281,1.3709506
ef9wy7z,2.0,0.8112781
eey0dyp,1.0,1.0
ee73weo,0.0,0.0
ee0eh19,1.5849625,0.9182958
edydu2c,0.0,0.0
eebqkno,2.0,0.8112781
edniz7k,1.5849625,0.9182958
efgswro,0.0,0.0
eeq2qi6,1.0,0.0
ednozl7,1.5849625,0.9182958
ee9slnf,1.5849625,0.9182958
edh3n02,0.0,0.0
eex9jt5,0.0,0.0
ed4wp95,0.0,0.0
ee8lvxh,1.0,0.0
edvj5zk,0.0,0.0
eel849u,0.0,0.0
edlq3g5,0.0,0.0
efgaatk,1.5849625,0.0
ee5mlll,2.0,0.8112781
ed089xw,2.3219281,0.0
efc4fex,1.0,0.0
eeidewq,2.0,0.8112781
ed73nyc,2.0,0.8112781
efctayk,1.0,0.0
edy3949,1.5849625,1.5849625
eegtbwp,0.0,0.0
eda2ot2,0.0,0.0
edgk5rw,1.0,0.0
ef5l89z,2.0,1.0
ee96t99,2.0,0.0
eenpruk,1.5849625,0.9182958
efe41w0,2.0,1.5
eesjchh,0.0,0.0
eelq5y0,1.0,0.0
eddxwrf,2.0,0.8112781
eczsn7h,2.0,1.5
ee3nrjv,0.0,0.0
ee07c4c,2.8073549,0.5916728
edm2tlh,0.0,0.0
ee1tin7,0.0,0.0
edklvfn,0.0,0.0
eejligj,2.0,0.8112781
eexu927,0.0,0.0
ed74bwo,1.5849625,0.0
edj9uqc,1.5849625,0.0
eepceqz,2.0,1.5
eepsloo,2.3219281,1.5219281
ed7i07m,0.0,0.0
ee04gzh,1.5849625,0.9182958
ee5b94k,2.0,1.0
edhh6cx,2.0,0.0
effijxo,2.3219281,0.7219281
ee158zv,1.0,0.0
eekxei1,1.0,0.0
edtmbtx,0.0,0.0
edov071,2.0,0.8112781
ee21lzo,0.0,0.0
eczgflv,0.0,0.0
efbllmy,1.0,0.0
ed1unvy,0.0,0.0
eenf0vg,0.0,0.0
edkylum,0.0,0.0
edq4deh,0.0,0.0
ef9pior,1.5849625,0.0
ed5nuag,2.5849625,0.6500224
ed3pzxs,1.0,0.0
eda1xr0,1.0,0.0
efej1fd,2.0,1.5
ef9nz1q,0.0,0.0
eetpdun,1.0,0.0
ed9pzs8,1.0,0.0
effnkc3,0.0,0.0
edv12tj,0.0,0.0
ee3bucm,1.5849625,0.9182958
edzmzic,1.5849625,0.0
ef6ezm0,2.3219281,1.5219281
eeocrjq,1.0,1.0
ee0fapf,1.5849625,0.9182958
ee8wtoo,1.5849625,0.9182958
ef9j9pz,0.0,0.0
edg65qa,1.0,0.0
eeoeqtj,2.0,0.8112781
edk7je9,1.5849625,0.0
ee58yfx,2.0,0.0
eddd9oc,1.5849625,0.0
eew88ky,0.0,0.0
edizbt5,2.0,0.8112781
eelgwd1,2.0,0.8112781
ef7odlj,2.0,0.8112781
edqvuh7,1.5849625,0.9182958
eezot9b,1.0,0.0
ed5oykh,2.5849625,1.4591479
ed339uc,0.0,0.0
ee3ztc5,0.0,0.0
ee5z6x3,0.0,0.0
eeci7oo,0.0,0.0
eduz97f,0.0,0.0
efh9fr6,0.0,0.0
eddvrrw,0.0,0.0
ef54u04,0.0,0.0
ed8w7gr,2.0,1.5
efacted,1.0,1.0
eegpiqq,2.5849625,1.5849625
efcigxz,1.0,0.0
ee37spj,2.0,0.8112781
edrxycl,1.0,0.0
edj1w1q,2.3219281,0.9709506
ee0mmm7,2.3219281,0.9709506
efe51sr,1.5849625,0.9182958
eex2ntu,1.0,1.0
ed4754f,2.0,0.0
edkgnpn,1.0,0.0
ee6e35v,0.0,0.0
eegqb4m,1.5849625,0.9182958
edhh0xw,2.0,0.8112781
eeu5o2p,0.0,0.0
efaorj1,0.0,0.0
ederxan,1.5849625,0.9182958
efarqj4,2.0,0.8112781
eeqwvdc,1.5849625,0.0
edhw5bb,0.0,0.0
edze4r2,2.0,1.0
ef5hhri,0.0,0.0
eecmwg0,0.0,0.0
edrh0cs,0.0,0.0
ee2fzt0,2.0,0.8112781
ed8k965,1.5849625,1.5849625
ee69y0x,1.0,0.0
eek42lf,1.5849625,0.9182958
efh0jqp,0.0,0.0
ed9sv72,2.0,1.0
ed6pz9l,1.0,0.0
edn7eua,1.0,1.0
efdao64,2.8073549,0.9852281
ed3911e,0.0,0.0
edc9ezi,1.0,1.0
edrab5d,0.0,0.0
eepv7c3,2.0,0.8112781
eeg738k,1.0,1.0
eeydkdq,1.0,0.0
ed7csjo,2.0,0.8112781
ee7j3ad,0.0,0.0
edteu6d,2.0,1.5
eduhfxb,1.5849625,0.9182958
eednnqm,2.3219281,0.9709506
ef8kxte,0.0,0.0
effnsfn,1.0,1.0
edcrm0x,2.0,1.0
edozijl,1.5849625,1.5849625
ef8k4xe,0.0,0.0
ed6sfmx,2.0,0.0
eerspng,2.0,0.8112781
ee0p0jt,1.0,1.0
ed4a9sk,1.0,1.0
efez7vn,0.0,0.0
efc3p8z,2.3219281,0.7219281
eesxrv9,1.0,1.0
efh8fe5,0.0,0.0
edxv79x,1.5849625,0.9182958
ee8irfy,0.0,0.0
ed2r96l,1.0,0.0
ednecf8,0.0,0.0
ef1o595,2.0,0.8112781
edj5nu2,0.0,0.0
edx5lpp,1.5849625,0.0
ecznehk,2.3219281,0.7219281
edz9687,0.0,0.0
ed7h9i9,2.0,0.0
edsx6gy,1.5849625,1.5849625
efgp1aq,2.0,1.5
eevmuj9,1.5849625,0.9182958
eezfq6d,1.0,0.0
ee6gugz,2.0,0.8112781
edz9zrb,1.5849625,0.9182958
ee5ozhv,2.3219281,1.3709506
edngmbx,0.0,0.0
eepogm7,1.5849625,0.9182958
eeq558l,1.5849625,0.9182958
eekqmin,0.0,0.0
eec9vpc,0.0,0.0
edmnklw,0.0,0.0
edocabj,1.5849625,0.9182958
ee81p8h,0.0,0.0
eduwgti,0.0,0.0
eekt1q4,2.0,1.5
efes9i9,0.0,0.0
eezboct,1.0,0.0
edboflk,2.8073549,0.9852281
ed8byk3,0.0,0.0
ee9x0n3,2.3219281,0.9709506
ed5c5qg,2.0,0.8112781
ef67t9o,1.0,0.0
eee0qb5,2.0,0.8112781
eer3ohm,2.0,0.8112781
eepjd53,1.5849625,0.9182958
ed7p04a,0.0,0.0
edmvrbq,2.0,1.5
edqr8pd,1.0,0.0
edfthgb,1.0,0.0
ee80p2d,1.0,0.0
edom021,2.0,0.8112781
eekxley,1.0,0.0
edq5mpc,2.3219281,0.0
edn4z5x,2.0,1.0
edkrvhc,0.0,0.0
ef02d8o,1.5849625,0.0
ee00v0l,1.0,0.0
eetdn8q,0.0,0.0
edd02wc,0.0,0.0
efei9vg,2.0,0.8112781
ef5lozm,1.0,0.0
edjdo0a,0.0,0.0
eedrdk3,1.0,0.0
ef927t8,0.0,0.0
ed6q1mi,2.0,0.8112781
efaz52t,0.0,0.0
ee7uk6b,1.5849625,0.9182958
eczfwa0,1.0,0.0
ed1rmky,2.0,0.8112781
edjcihh,0.0,0.0
efgssq6,2.0,0.8112781
ee0mxkd,1.0,0.0
edrihkn,1.0,0.0
eczoo37,1.0,1.0
eesmjoo,1.0,1.0
efave37,0.0,0.0
ef8obtk,2.3219281,0.7219281
ee1i3ch,0.0,0.0
ed4kolm,0.0,0.0
ef63mmb,0.0,0.0
eelmgwr,0.0,0.0
ef00phy,0.0,0.0
eejyd9b,0.0,0.0
ed83za6,0.0,0.0
edlothl,0.0,0.0
edenjv6,0.0,0.0
ee7hqj0,1.5849625,0.0
edkwm2x,1.0,1.0
efeydxv,1.0,0.0
edc8dxx,0.0,0.0
eet37io,0.0,0.0
ef1a0gh,0.0,0.0
eeer06q,0.0,0.0
ed5yqmc,0.0,0.0
eczxq2m,0.0,0.0
ee0cc5k,0.0,0.0
ee6lpng,1.0,0.0
ede96bz,1.5849625,0.9182958
edg84ip,1.5849625,0.0
ef4omdu,0.0,0.0
edrs2fe,1.5849625,0.9182958
eeta5en,0.0,0.0
edgmgcp,2.0,0.0
edq3k72,1.0,0.0
edlsaq6,0.0,0.0
eeuwx3x,2.5849625,0.0
eefnhgf,1.0,0.0
efgcsvi,2.0,1.5
efeddwq,1.5849625,0.0
eefkj15,1.0,0.0
ee9bfgv,2.0,0.0
ede462l,3.0,1.2987949
eff1kgh,0.0,0.0
ee0y9o4,2.0,1.0
edbfozj,1.0,0.0
edfd4z0,1.0,0.0
ef2j6em,1.5849625,0.0
edckha9,1.5849625,0.0
efgc56d,0.0,0.0
edlc48l,0.0,0.0
edcx4cg,2.3219281,1.5219281
ed6wggt,0.0,0.0
eepeuzv,0.0,0.0
edtegwp,2.3219281,1.5219281
eedg7t4,0.0,0.0
ees74p2,1.5849625,0.9182958
efassro,1.5849625,0.9182958
eelekdj,0.0,0.0
ed5p2c5,1.0,0.0
ef3dz49,2.0,0.0
eerlpva,0.0,0.0
eep7ozw,2.0,1.0
ed33lzc,1.0,0.0
eeqyo0f,1.0,0.0
efd1rgw,1.5849625,0.9182958
effde47,0.0,0.0
efcc9c6,1.5849625,0.9182958
eeaml6r,1.0,0.0
eepemuq,0.0,0.0
edxsyca,1.5849625,0.9182958
ef2acim,0.0,0.0
ed9nm15,2.0,0.0
edr9zi8,2.0,0.8112781
eepisi3,1.5849625,0.9182958
edv2a1w,1.5849625,0.0
edz2nte,0.0,0.0
edt6rob,0.0,0.0
edy6hcn,1.0,1.0
edhanm0,0.0,0.0
ee6030g,2.0,1.0
ee2sbvl,1.0,0.0
ef4ygk9,1.5849625,0.9182958
ee7ouok,2.0,1.5
ednr794,2.0,0.8112781
ee3ihvr,1.0,0.0
eeze3o6,0.0,0.0
eerodpf,1.5849625,0.0
eeolcx9,2.0,1.5
ef3stkp,0.0,0.0
efey3id,0.0,0.0
ee4olez,1.0,0.0
ee2uele,2.0,0.0
ed8wz7u,2.5849625,1.2516292
edvk5pr,0.0,0.0
ef6k62x,2.0,0.0
ed2c3w4,2.3219281,0.9709506
edv39b7,1.5849625,0.0
ef4g6zx,2.0,0.8112781
eekwddb,2.0,0.8112781
edk98na,1.5849625,0.0
efaksed,2.5849625,0.9182958
ed1rnfz,1.0,1.0
ed741ul,2.3219281,0.0
edjfjqz,1.5849625,0.9182958
eegpcu3,0.0,0.0
eeeq6q9,0.0,0.0
ed94gdk,2.0,1.5
edgi3hx,0.0,0.0
eebelmt,0.0,0.0
edqzxj4,1.0,1.0
eez3qgq,2.0,0.0
eet9maa,1.5849625,0.0
eeh4nt8,0.0,0.0
eefot3b,1.5849625,0.9182958
edx4noi,1.0,0.0
ef0h8s6,0.0,0.0
ed5379v,1.5849625,0.0
eevolq7,1.5849625,0.0
ef0u3d4,1.5849625,0.9182958
eeaq89e,0.0,0.0
ed6isd6,1.0,1.0
ee7wwmn,0.0,0.0
ed28pcl,1.5849625,0.9182958
eeu0sv8,0.0,0.0
eebcmqv,0.0,0.0
ee61cjd,2.0,0.0
efefai0,1.0,0.0
ed6k723,1.5849625,0.9182958
eenyrtw,0.0,0.0
ed6zzxx,1.5849625,0.0
ee5v1o5,1.0,0.0
edfw07z,1.0,1.0
ef9zy77,1.0,0.0
edt1iwl,1.5849625,0.0
ef4u0a4,2.5849625,0.6500224
eezykse,2.5849625,0.9182958
eel56hd,0.0,0.0
ed5o13e,0.0,0.0
edg6q1v,0.0,0.0
eferito,1.0,0.0
eepoq40,1.5849625,0.0
eew1n4s,0.0,0.0
eekdcz4,0.0,0.0
ef7j6vd,0.0,0.0
ednbqbt,1.5849625,0.9182958
ee9eb9v,1.0,0.0
edig5mz,1.0,1.0
ee3p2nq,0.0,0.0
eem31bj,1.5849625,0.9182958
edkwfdp,2.8073549,1.4488156
ef81imd,0.0,0.0
edxw8yv,0.0,0.0
ee131jm,1.0,0.0
ee22hrh,1.0,1.0
eezn1y0,1.0,0.0
ed0e6h3,1.0,0.0
edozs6f,0.0,0.0
edl4x2r,1.5849625,0.0
eelxged,1.0,0.0
edjsx4q,1.5849625,0.9182958
ed1mtjb,2.3219281,0.7219281
eeocux4,2.3219281,1.5219281
ed02kga,2.5849625,0.6500224
eeoubf9,1.0,0.0
ee67h5v,1.0,0.0
eepglvg,0.0,0.0
ef9fvv8,0.0,0.0
ef1pxzh,1.0,1.0
ee4ks45,1.0,1.0
efelhmi,0.0,0.0
eethsth,0.0,0.0
ef7qk84,3.0,0.8112781
ed8d03l,1.0,0.0
edg3f11,1.0,0.0
edl8fk2,2.3219281,0.9709506
ee5hsq6,1.0,0.0
eexu4l8,1.0,0.0
edju43f,1.5849625,0.9182958
ef4x4he,0.0,0.0
eeolrhh,0.0,0.0
ed4e5kj,0.0,0.0
ef6p45y,2.3219281,0.9709506
ed04xt0,2.3219281,0.9709506
ee836ov,1.0,1.0
efbfyug,0.0,0.0
eeag5w2,1.0,0.0
ednzc9u,1.0,1.0
eei0e0z,1.5849625,0.0
edqf0me,1.5849625,0.0
eda0qc2,0.0,0.0
eek2d41,2.3219281,1.5219281
ee5qdj5,1.0,0.0
edwhm1s,1.0,0.0
edramvm,2.5849625,0.9182958
ede50kr,1.0,0.0
eedckxp,1.0,0.0
ed0ujta,1.0,0.0
efcw0qk,2.0,0.8112781
efeke1r,1.5849625,0.0
ed65iat,0.0,0.0
eetnbrw,0.0,0.0
eew3ug3,1.0,0.0
ed3rsd3,1.0,0.0
eeav9jq,2.3219281,0.9709506
ee5q9b7,0.0,0.0
eea0a6u,2.0,1.0
edpqgh8,1.0,1.0
ed21l4i,2.0,1.5
ee0k91c,2.5849625,1.5849625
edy9mpa,0.0,0.0
eeyyepi,1.0,1.0
edkpn4t,1.0,0.0
eem3fyl,2.0,0.0
ef0u5x7,0.0,0.0
eec9exg,2.5849625,0.6500224
eeqiywy,0.0,0.0
edt1jzo,1.0,0.0
edzamkk,0.0,0.0
eewin7m,0.0,0.0
eepstjs,1.5849625,0.0
eds97rd,2.3219281,0.9709506
eequcgg,0.0,0.0
edww1xk,0.0,0.0
edprdtf,2.3219281,0.7219281
edj9a13,0.0,0.0
ed28kd5,2.0,0.0
edc9niz,1.0,0.0
ed2b4ui,2.0,0.0
efa3w8w,1.5849625,0.9182958
edxettj,2.0,0.0
edyeyi0,2.0,0.8112781
eeqfo4k,1.5849625,0.9182958
eeoxiq2,1.5849625,0.0
efhbdea,2.0,0.0
edq04d8,0.0,0.0
edabsqj,0.0,0.0
ed18gdc,0.0,0.0
eevpzw7,0.0,0.0
eetnbzk,1.5849625,0.0
edzxp7r,1.0,0.0
ef0jzwv,1.0,0.0
efglu4v,1.0,0.0
ed1ncji,0.0,0.0
ef1v3gr,1.0,0.0
eenrens,0.0,0.0
edoekbj,0.0,0.0
ed634g5,1.5849625,0.9182958
eddtjwz,0.0,0.0
ef81is5,1.0,0.0
ef4g8ns,1.0,1.0
edz5hgz,0.0,0.0
edbwtuu,2.3219281,1.5219281
ee2w26n,1.0,1.0
ee0ikmt,2.0,0.8112781
eebwehm,0.0,0.0
eeyeg14,2.5849625,0.6500224
ef88t5e,1.0,0.0
eduzkyb,2.0,0.0
ef64280,2.3219281,0.0
ee4uugk,1.0,0.0
ed70fwf,0.0,0.0
efh50bc,2.0,0.8112781
ee6u89c,0.0,0.0
eep5ghi,1.5849625,0.9182958
edlf4gs,1.0,0.0
edrwiqb,0.0,0.0
eeu8ekt,2.0,0.8112781
ef9bhif,1.5849625,0.0
eeo1ypl,1.5849625,0.9182958
ee6co25,1.5849625,0.0
eefbrn3,1.5849625,0.0
eeud8kq,2.0,0.8112781
eddzhsb,1.5849625,0.0
eead53g,1.0,0.0
edkg8yd,1.0,1.0
efa5rgz,1.5849625,0.9182958
ef2fvt5,1.0,1.0
edgsjkg,0.0,0.0
ed7tbgu,0.0,0.0
ee3yh8w,1.0,1.0
eelpkh0,1.0,0.0
ee8bamh,0.0,0.0
ee451wb,1.5849625,0.9182958
ef98ha3,1.5849625,0.9182958
ef8hmp9,0.0,0.0
editlgc,2.0,0.8112781
eep7up7,1.0,1.0
effij8h,1.0,0.0
ed273ig,2.0,0.8112781
edfacy0,1.5849625,0.9182958
edfvaq3,0.0,0.0
eddplp2,2.0,0.8112781
edjlfz9,0.0,0.0
edosamx,2.0,0.0
ee9qgmz,1.0,0.0
ef6pf6b,1.5849625,1.5849625
edqmqf8,1.0,0.0
eeeinv7,1.0,0.0
ed5sgk0,0.0,0.0
ee87f6n,2.0,0.8112781
ee58bvr,0.0,0.0
ef0lb7n,2.0,1.5
eem5ikm,2.5849625,1.2516292
ef73lko,1.0,1.0
eeojs7e,1.0,1.0
ef6ytqx,0.0,0.0
eev00pb,2.8073549,0.9852281
ef91fxn,1.0,0.0
ef8ydss,1.0,0.0
ef1ikb7,2.3219281,0.9709506
efeu3um,1.0,1.0
ednog4e,1.0,1.0
ed13aoj,2.5849625,1.4591479
ed04lxj,0.0,0.0
edcpwau,0.0,0.0
efe2yuu,2.0,1.0
ed2xelu,1.5849625,0.0
ef26qi7,0.0,0.0
edpah6v,0.0,0.0
edfroi0,2.0,0.8112781
effdp1n,2.3219281,0.7219281
eent6he,2.0,0.8112781
eenwrxp,2.3219281,1.3709506
ee21aee,2.0,1.5
eedxtl7,1.0,0.0
edwdchj,0.0,0.0
ef2hbyw,1.0,0.0
edj0cpv,2.0,1.5
ed317d7,1.0,0.0
ef0rwjg,0.0,0.0
eeod8di,0.0,0.0
eeyrhkg,2.3219281,0.0
ed1tyzr,2.5849625,1.4591479
edp9hn5,2.3219281,0.7219281
edhrir1,1.0,0.0
ed183rg,1.5849625,0.9182958
edfg6s2,0.0,0.0
eda6q6t,1.0,1.0
ede79xe,0.0,0.0
edvohv5,1.0,0.0
edavxco,2.0,0.8112781
eempbtb,2.5849625,0.9182958
ed999cx,2.0,1.0
ef7jx4r,0.0,0.0
efgtipz,0.0,0.0
ed429gc,1.5849625,0.9182958
efe9gy5,0.0,0.0
ef5bcde,0.0,0.0
efbt3nw,1.5849625,0.9182958
edbjpla,0.0,0.0
ed2dvob,1.0,0.0
edp9nw8,2.3219281,0.9709506
ee1alyx,0.0,0.0
edfutbt,1.0,0.0
eeisn3f,1.0,1.0
ee2k62x,1.0,0.0
efh1mu1,0.0,0.0
eeagwia,1.0,1.0
eeohzeq,2.3219281,0.9709506
ef7ez24,1.0,0.0
eeqpnvz,0.0,0.0
efha0zn,0.0,0.0
eeg5bsj,1.0,0.0
efdygcn,1.0,0.0
edcn2ku,1.0,0.0
eex192q,1.0,0.0
ef7lwbu,2.3219281,1.5219281
ef11fni,1.5849625,0.9182958
ee8hm5j,0.0,0.0
edur4v5,1.0,0.0
ed0wo6o,0.0,0.0
eeet1d7,0.0,0.0
ed5r797,1.5849625,1.5849625
eensij4,2.0,1.0
edwvj8a,2.0,0.0
eeatwq4,2.0,0.8112781
edz2lxv,1.0,0.0
eemw27z,0.0,0.0
ee1fnks,1.0,0.0
edo8ujb,0.0,0.0
ef6v3d9,1.0,1.0
edjqup5,0.0,0.0
ed74yer,0.0,0.0
edlax9w,1.5849625,0.0
edn9jg8,1.0,1.0
eer2zmm,1.5849625,0.0
ed4ejvk,2.3219281,0.9709506
eew4m51,1.0,0.0
ee3k6x5,2.0,0.8112781
eeifp41,0.0,0.0
edlq3hn,1.0,1.0
ee9wzc6,1.0,0.0
efee1yw,1.0,0.0
edur707,0.0,0.0
eedxwxo,0.0,0.0
ed8yx1p,1.5849625,0.9182958
ef40m8c,1.5849625,0.0
edbwiy9,0.0,0.0
edj94bq,1.0,0.0
ef7jm7c,2.0,1.5
edfcvos,1.5849625,0.9182958
ee2k304,1.0,0.0
ef5abzn,1.0,0.0
edwigye,1.5849625,1.5849625
eei3fq9,2.8073549,0.8631206
edx1zak,0.0,0.0
eemvxoj,0.0,0.0
ed96gtz,1.0,1.0
ee0bxn9,0.0,0.0
edx610q,1.0,0.0
eddd3g8,0.0,0.0
ee673m8,0.0,0.0
eepqu84,0.0,0.0
ed834et,0.0,0.0
ee5htqp,2.0,0.0
ed08f83,1.0,0.0
efcomgp,2.3219281,0.7219281
ed67htg,0.0,0.0
ef8i36b,1.5849625,0.9182958
efg2wyz,0.0,0.0
edfhy2u,1.0,0.0
ee46hwm,1.5849625,0.0
edrmsd0,2.0,0.8112781
ed8sw6u,1.0,1.0
eedf2da,1.0,1.0
educ7z6,2.0,0.8112781
edmpdw9,2.5849625,1.4591479
edapcoj,1.0,0.0
edftl0o,1.0,1.0
ed16pj1,0.0,0.0
een7ozz,0.0,0.0
efef91g,2.0,0.8112781
ee0w1zf,0.0,0.0
eetqp1u,2.0,0.0
edkdx9e,2.0,0.0
edohwo6,0.0,0.0
eemtoj9,2.0,0.8112781
