comment_id,multi_label_count,example_very_unclear,unclear_fraction
edbc65z,3,False,0.0
edbc6cb,4,False,0.0
edbc6vs,2,False,0.0
edbc8d6,3,False,0.0
edbcaxo,1,False,0.0
edbcch7,2,False,0.0
edbcgss,1,False,0.0
edbcidp,0,False,0.0
edbcis5,2,False,0.0
edbckn7,5,False,0.0
edbcp5t,1,False,0.0
edbcqik,0,False,0.0
edbcraa,3,False,0.0
edbcrfr,1,False,0.0
edbcri7,0,False,0.0
edbcrrb,0,False,0.0
edbcv17,2,False,0.0
edbcvkl,3,False,0.0
edbcwv1,2,False,0.0
edbcwyw,2,False,0.0
edbcx06,2,False,0.0
edbcyxu,2,False,0.0
edbd21h,1,False,0.0
edbd221,5,False,0.0
edbd4m2,1,False,0.0
edbd5om,0,False,0.0
edbd5ul,0,False,0.0
edbd60i,2,False,0.0
edbdk3r,2,False,0.0
edbdkc0,3,False,0.0
edbdm8p,1,False,0.0
edbdnwr,2,False,0.0
edbdq0a,4,False,0.0
edbdsh6,1,False,0.0
edbdtxe,1,False,0.0
edbdwfa,1,False,0.0
edbdxrq,3,False,0.0
edbdz7v,4,False,0.0
edbe30v,1,False,0.0
edbe331,2,False,0.0
edbe4la,5,False,0.0
edbe6mk,2,False,0.0
edbeb0s,6,False,0.0
edbedgd,2,False,0.0
edbee1i,2,False,0.0
edbeer7,0,False,0.0
edbejk9,3,False,0.0
edbejsl,2,False,0.0
edbejsy,2,False,0.0
edbejwh,3,False,0.0
edben8v,0,False,0.0
edberi3,3,False,0.0
edbeww5,1,False,0.0
edbeydh,0,False,0.0
edbf1xh,3,False,0.0
edbf21n,3,False,0.0
edbf2di,2,False,0.0
edbf2j2,1,False,0.0
edbf401,1,False,0.0
edbf4zs,4,False,0.0
edbf5am,0,False,0.0
edbf8gz,1,False,0.0
edbfcp9,2,False,0.0
edbfdfz,2,False,0.0
edbfgx0,6,False,0.0
edbfhws,1,False,0.0
edbfjia,3,False,0.0
edbflyy,5,False,0.0
edbfmjb,4,False,0.0
edbfnkn,1,False,0.0
edbfozj,2,False,0.0
edbfrmc,1,False,0.0
edbft9x,1,False,0.0
edbg1nk,3,False,0.0
edbg1re,2,False,0.0
edbg2ch,5,False,0.0
edbg50n,1,False,0.0
edbg59a,2,False,0.0
edbg63x,3,False,0.0
edbgab2,5,False,0.0
edbge0l,1,False,0.0
edbger6,1,False,0.0
edbgfzg,1,False,0.0
edbgik6,3,False,0.0
edbgjz5,1,False,0.0
edbgkor,2,False,0.0
edbgls5,1,False,0.0
edbglsf,4,False,0.0
edbgo2j,1,False,0.0
edbgogf,2,False,0.0
edbgruk,1,False,0.0
edbgx3y,4,False,0.0
edbgxqd,3,False,0.0
edbgygi,2,False,0.0
edbh31q,1,False,0.0
edbh61n,0,False,0.0
edbh6xs,1,False,0.0
edbh807,2,False,0.0
edbh99a,1,False,0.0
edbha86,2,False,0.0
edbhbs9,1,False,0.0
edbhclg,1,False,0.0
edbhd2h,0,False,0.0
edbhe78,4,False,0.0
edbhejw,1,False,0.0
edbhexs,0,False,0.0
edbhf8s,4,False,0.0
edbhfbx,3,False,0.0
edbhffa,2,False,0.0
edbhfze,4,False,0.0
edbhgih,2,False,0.0
edbhh6v,1,False,0.0
edbhhsz,3,False,0.0
edbhle6,1,False,0.0
edbhns9,1,False,0.0
edbhp4a,3,False,0.0
edbhrre,0,False,0.0
edbhu6h,3,False,0.0
edbhvt8,4,False,0.0
edbhwg7,2,False,0.0
edbhzf7,1,False,0.0
edbhzy0,5,False,0.0
edbi186,3,False,0.0
edbi2sj,5,False,0.0
edbi7if,2,False,0.0
edbi8ri,2,False,0.0
edbidtl,2,False,0.0
edbiel0,3,False,0.0
edbij5y,4,False,0.0
edbir0e,3,False,0.0
edbir0v,1,False,0.0
edbisl5,3,False,0.0
edbiw5b,4,False,0.0
edbixcv,4,False,0.0
edbiz6l,4,False,0.0
edbizoj,2,False,0.0
edbj3jv,5,False,0.0
edbj7q5,1,False,0.0
edbj8al,2,False,0.0
edbj8cc,2,False,0.0
edbj9hn,5,False,0.0
edbj9wc,5,False,0.0
edbjbr8,1,False,0.0
edbjbw0,6,False,0.0
edbjc7q,3,False,0.0
edbjcwi,1,False,0.0
edbjdkp,3,False,0.0
edbjm1f,2,False,0.0
edbjpla,1,False,0.0
edbjr70,3,False,0.0
edbjrfa,3,False,0.0
edbjvyi,1,False,0.0
edbjybu,1,False,0.0
edbjz5j,1,False,0.0
edbk0qv,3,False,0.0
edbk1sn,3,False,0.0
edbk2fr,3,False,0.0
edbk77s,0,False,0.0
edbk7id,0,False,0.0
edbkb5d,1,False,0.0
edbkck7,1,False,0.0
edbkdr1,4,False,0.0
edbkdv6,2,False,0.0
edbkecf,4,False,0.0
edbkh9e,2,False,0.0
edbks6d,1,False,0.0
edbku35,4,False,0.0
edbku8u,1,False,0.0
edbkwab,1,False,0.0
edbkwjs,1,False,0.0
edbla8u,5,False,0.0
edblci4,3,False,0.0
edblexb,1,False,0.0
edblik9,1,False,0.0
edbllbi,4,False,0.0
edblofq,2,False,0.0
edblvyy,1,False,0.0
edblvze,3,False,0.0
edblxcp,5,False,0.0
edbm1c5,2,False,0.0
edbm2pt,0,False,0.0
edbm5zw,0,False,0.0
edbm7xp,0,False,0.0
edbmc6u,1,False,0.0
edbmdgn,0,False,0.0
edbmghl,3,False,0.0
edbmho6,1,False,0.0
edbmlb4,1,False,0.0
edbmm0k,5,False,0.0
edbmmnk,4,False,0.0
edbmnlw,2,False,0.0
edbmno1,2,False,0.0
edbmqcq,3,False,0.0
edbmttd,4,False,0.0
edbn3kf,4,False,0.0
edbn5j6,1,False,0.0
edbn5zb,0,False,0.0
edbn9gl,3,False,0.0
edbn9nu,6,False,0.0
edbnadp,1,False,0.0
edbngxe,3,False,0.0
edbnj3e,3,False,0.0
edbnkc6,3,False,0.0
edbnp2k,1,False,0.0
edbnpo4,1,False,0.0
edbnqz4,1,False,0.0
edbnuka,2,False,0.0
edbnyzy,4,False,0.0
edbo037,2,False,0.0
edbo03k,4,False,0.0
edbo0w4,2,False,0.0
edbo2tw,3,False,0.0
edbo2yr,2,False,0.0
edbo38r,1,False,0.0
edbo3pj,5,False,0.0
edbo3xj,1,False,0.0
edbo4lx,0,False,0.0
edbo6j0,5,False,0.0
edbo9yd,3,False,0.0
edboboe,1,False,0.0
edboeho,3,False,0.0
edboesd,9,False,0.0
edboetl,2,False,0.0
edboflk,7,False,0.0
edbojm8,0,False,0.0
edbopoo,1,False,0.0
edboz9r,7,False,0.0
edbozax,2,False,0.0
edbozwj,3,False,0.0
edbp0wy,1,False,0.0
edbp4ac,2,False,0.0
edbp701,1,False,0.0
edbp9mf,4,False,0.0
edbp9r3,0,False,0.0
edbpaxt,3,False,0.0
edbpb6n,0,False,0.0
edbpdy5,2,False,0.0
edbper9,4,False,0.0
edbpgjv,5,False,0.0
edbph66,1,False,0.0
edbphs4,3,False,0.0
edbpiw2,4,False,0.0
edbpjxa,3,False,0.0
edbpk9y,4,False,0.0
edbpl02,7,False,0.0
edbpo6k,2,False,0.0
edbpuui,0,False,0.0
edbpuw3,1,False,0.0
edbq1ie,4,False,0.0
edbq4mp,0,False,0.0
edbq7pd,2,False,0.0
edbqjyw,3,False,0.0
edbqp80,2,False,0.0
edbqtd0,2,False,0.0
edbqx0i,2,False,0.0
edbqzje,3,False,0.0
edbr0a7,4,False,0.0
edbr1y2,2,False,0.0
edbr2uj,0,False,0.0
edbr4fe,1,False,0.0
edbr8rd,4,False,0.0
edbrb0h,3,False,0.0
edbrc3y,5,False,0.0
edbrh2v,8,False,0.0
edbrkia,1,False,0.0
edbrl45,2,False,0.0
edbrmlc,1,False,0.0
edbrsae,1,False,0.0
edbryit,3,False,0.0
edbrymc,2,False,0.0
edbs018,2,False,0.0
edbs01s,2,False,0.0
edbs4ir,7,False,0.0
edbs5xr,2,False,0.0
edbs60w,1,False,0.0
edbs8eq,2,False,0.0
edbs9ek,1,False,0.0
edbsb5d,1,False,0.0
edbsb6a,2,False,0.0
edbsdj3,1,False,0.0
edbselr,2,False,0.0
edbsn0w,2,False,0.0
edbsne6,4,False,0.0
edbsnl4,5,False,0.0
edbsr8e,3,False,0.0
edbswke,5,False,0.0
edbsyor,1,False,0.0
edbt0hf,0,False,0.0
edbt4wx,0,False,0.0
edbt845,4,False,0.0
edbt8sd,3,False,0.0
edbt9am,3,False,0.0
edbtfms,4,False,0.0
edbtica,4,False,0.0
edbtie5,4,False,0.0
edbtn4k,4,False,0.0
edbtngo,4,False,0.0
edbtnxj,1,False,0.0
edbto0e,1,False,0.0
edbto6y,3,False,0.0
edbtoag,1,False,0.0
edbtr00,3,False,0.0
edbtrv1,3,False,0.0
edbtv81,6,False,0.0
edbu073,3,False,0.0
edbu0lo,0,False,0.0
edbu11g,2,False,0.0
edbu13a,4,False,0.0
edbu24x,0,False,0.0
edbu9x8,1,False,0.0
edbubet,1,False,0.0
edbud6n,1,False,0.0
edbufq5,2,False,0.0
edbuhsw,1,False,0.0
edbuhuq,2,False,0.0
edbuk78,2,False,0.0
edbukcg,4,False,0.0
edbunbf,2,False,0.0
edbuojb,3,False,0.0
edbuowp,3,False,0.0
edbuq2b,2,False,0.0
edbutg0,5,False,0.0
edbuvwi,1,False,0.0
edbuw9y,1,False,0.0
edbv2kr,1,False,0.0
edbv2wx,5,False,0.0
edbv52u,5,False,0.0
edbv882,5,False,0.0
edbvb1u,0,False,0.0
edbvgc9,2,False,0.0
edbvgm2,2,False,0.0
edbvk03,2,False,0.0
edbvkxe,4,False,0.0
edbvlh5,3,False,0.0
edbvliu,2,False,0.0
edbvr71,0,False,0.0
edbvtyw,4,False,0.0
edbvvjc,1,False,0.0
edbvycr,5,False,0.0
edbw0g9,2,False,0.0
edbw0z2,3,False,0.0
edbw24c,3,False,0.0
edbw2gj,1,False,0.0
edbwavr,1,False,0.0
edbwddh,2,False,0.0
edbwdtf,1,False,0.0
edbwhj3,0,False,0.0
edbwiy9,0,False,0.0
edbwj89,2,False,0.0
edbwl1i,2,False,0.0
edbwl9m,2,False,0.0
edbwmfa,1,False,0.0
edbwmhc,2,False,0.0
edbwpn2,3,False,0.0
edbwqxk,2,False,0.0
edbwtuu,5,False,0.0
edbwy8b,1,False,0.0
edbwyh3,5,False,0.0
edbx4u5,2,False,0.0
edbx6od,1,False,0.0
edbxfgg,3,False,0.0
edbxgnc,1,False,0.0
edbxkfx,2,False,0.0
edbxlkq,0,False,0.0
edbxmi2,1,False,0.0
edbxq6v,1,False,0.0
edbxt83,3,False,0.0
edby0ty,2,False,0.0
edby258,2,False,0.0
edby2h5,0,False,0.0
edby45d,2,False,0.0
edby4pf,4,False,0.0
edby929,1,False,0.0
edbya1k,2,False,0.0
edbyaoe,5,False,0.0
edbyb5v,3,False,0.0
edbybx3,2,False,0.0
edbye2t,2,False,0.0
edbyeqs,3,False,0.0
edbyfsl,4,False,0.0
edbygu3,1,False,0.0
edbyhhe,3,False,0.0
edbyhs3,2,False,0.0
edbyhxm,2,False,0.0
edbyjka,1,False,0.0
edbyjvx,3,False,0.0
edbykpq,1,False,0.0
edbyls6,4,False,0.0
edbymdd,3,False,0.0
edbys2f,3,False,0.0
edbytg1,1,False,0.0
edbyvhn,5,False,0.0
edbyvi1,1,False,0.0
edbz0z3,1,False,0.0
edbz2dh,3,False,0.0
edbz3sd,0,False,0.0
edbz5xm,2,False,0.0
edbzalk,4,False,0.0
edbzhwh,4,False,0.0
edbzi0e,4,False,0.0
edbzq2g,2,False,0.0
edbzqjo,2,False,0.0
edbztkf,1,False,0.0
edbzu1q,1,False,0.0
edbzwzj,3,False,0.0
edbzxap,2,False,0.0
edbzxfq,2,False,0.0
edbzy92,2,False,0.0
edbzz0h,1,False,0.0
edc00ec,4,False,0.0
edc012l,1,False,0.0
edc01ec,1,False,0.0
edc02nt,3,False,0.0
edc0al4,2,False,0.0
edc0amo,1,False,0.0
edc0atm,3,False,0.0
edc0gv5,3,False,0.0
edc0h4a,3,False,0.0
edc0k4g,3,False,0.0
edc0kof,4,False,0.0
edc0mhs,2,False,0.0
edc0t44,3,False,0.0
edc0vg1,2,False,0.0
edc10qa,0,False,0.0
edc1215,7,False,0.0
edc12rq,3,False,0.0
edc17vm,1,False,0.0
edc1f97,1,False,0.0
edc1ij3,0,False,0.0
edc1lew,2,False,0.0
edc1nvz,3,False,0.0
edc1nym,0,False,0.0
edc1o4r,1,False,0.0
edc1p9w,0,False,0.0
edc1r3d,1,False,0.0
edc1s48,3,False,0.0
edc1wfw,1,False,0.0
edc1xaw,3,False,0.0
edc1zkd,1,False,0.0
edc2119,4,False,0.0
edc2mlq,1,False,0.0
edc2p93,4,False,0.0
edc2xr0,4,False,0.0
edc2xru,0,False,0.0
edc2z55,3,False,0.0
edc2zqt,1,False,0.0
edc31f3,3,False,0.0
edc32e2,1,False,0.0
edc32pi,5,False,0.0
edc36re,3,False,0.0
edc37yv,2,False,0.0
edc39z7,3,False,0.0
edc3f2k,5,False,0.0
edc3gie,1,False,0.0
edc3l8g,2,False,0.0
edc3lln,2,False,0.0
edc3lqj,1,False,0.0
edc3oct,0,False,0.0
edc3oxs,5,False,0.0
edc3sra,2,False,0.0
edc3t4l,0,False,0.0
edc3tk2,1,False,0.0
edc3u88,1,False,0.0
edc3wxr,3,False,0.0
edc43fv,1,False,0.0
edc47j3,0,False,0.0
edc4cdd,0,False,0.0
edc4d9o,1,False,0.0
edc4l1j,2,False,0.0
edc4l2f,1,False,0.0
edc4o61,2,False,0.0
edc4ord,2,False,0.0
edc4rkl,4,False,0.0
edc4t6p,2,False,0.0
edc4uyx,0,False,0.0
edc4vte,1,False,0.0
edc4zh4,0,False,0.0
edc500c,1,False,0.0
edc52hm,1,False,0.0
edc52sh,1,False,0.0
edc5537,1,False,0.0
edc59b3,2,False,0.0
edc5bm6,1,False,0.0
edc5clt,1,False,0.0
edc5jgs,4,False,0.0
edc5k6m,4,False,0.0
edc5lfp,3,False,0.0
edc5m9d,2,False,0.0
edc5p8u,0,False,0.0
edc5pet,4,False,0.0
edc5wcw,1,False,0.0
edc5xr6,9,False,0.0
edc65na,1,False,0.0
edc664g,6,False,0.0
edc66dw,5,False,0.0
edc6eyl,1,False,0.0
edc6i3b,1,False,0.0
edc6je2,2,False,0.0
edc6qjp,4,False,0.0
edc6qs7,5,False,0.0
edc6v71,3,False,0.0
edc6vyy,6,False,0.0
edc6whb,5,False,0.0
edc71ct,1,False,0.0
edc73x8,2,False,0.0
edc75el,2,False,0.0
edc7cuz,4,False,0.0
edc7e84,3,False,0.0
edc7fc8,3,False,0.0
edc7g4q,3,False,0.0
edc7gcd,2,False,0.0
edc7kub,4,False,0.0
edc7lxz,2,False,0.0
edc7mxw,1,False,0.0
edc7ohw,3,False,0.0
edc7phi,2,False,0.0
edc7r06,5,False,0.0
edc7r5w,2,False,0.0
edc7sqg,4,False,0.0
edc7szw,4,False,0.0
edc7t96,2,False,0.0
edc7wjq,0,False,0.0
edc7xgc,3,False,0.0
edc7yj6,2,False,0.0
edc82vb,1,False,0.0
edc84ig,2,False,0.0
edc84w8,1,False,0.0
edc8dxx,1,False,0.0
edc8gjx,2,False,0.0
edc8h9v,2,False,0.0
edc8jzv,2,False,0.0
edc8obg,3,False,0.0
edc8oy7,5,False,0.0
edc8qi1,4,False,0.0
edc8sn2,3,False,0.0
edc8vp2,3,False,0.0
edc8xbj,1,False,0.0
edc905g,3,False,0.0
edc90rm,1,False,0.0
edc93d8,1,False,0.0
edc97k2,1,False,0.0
edc97vm,2,False,0.0
edc982w,2,False,0.0
edc99tj,3,False,0.0
edc9a8b,4,False,0.0
edc9b8p,1,False,0.0
edc9bsy,1,False,0.0
edc9ezi,2,False,0.0
edc9niz,2,False,0.0
edc9njw,3,False,0.0
edc9q6j,4,False,0.0
edc9qqz,3,False,0.0
edc9qv6,4,False,0.0
edc9skh,2,False,0.0
edc9w60,4,False,0.0
edca72f,0,False,0.0
edcagu2,2,False,0.0
edcaka1,5,False,0.0
edcallh,3,False,0.0
edcaslh,1,False,0.0
edcatuj,2,False,0.0
edcau2b,2,False,0.0
edcaznm,3,False,0.0
edcb15c,2,False,0.0
edcb1e3,2,False,0.0
edcb1xh,2,False,0.0
edcb4uu,1,False,0.0
edcb5of,1,False,0.0
edcb9bf,1,False,0.0
edcbdr7,1,False,0.0
edcbesd,1,False,0.0
edcbf01,3,False,0.0
edcbf6y,0,False,0.0
edcbftr,3,False,0.0
edcbg4n,2,False,0.0
edcbkdr,1,False,0.0
edcblty,1,False,0.0
edcbluz,3,False,0.0
edcbp40,2,False,0.0
edcbu56,2,False,0.0
edcbw79,3,False,0.0
edcc1z5,1,False,0.0
edcc281,2,False,0.0
edcc3yp,3,False,0.0
edcc5nb,0,False,0.0
edcc66r,2,False,0.0
edcc6oq,0,False,0.0
edccc9t,2,False,0.0
edccca7,2,False,0.0
edcck2m,0,False,0.0
edcck6q,4,False,0.0
edcckl2,1,False,0.0
edccmrx,3,False,0.0
edcco5v,3,False,0.0
edccpr8,4,False,0.0
edccqou,3,False,0.0
edccquv,5,False,0.0
edccsn3,2,False,0.0
edccznv,1,False,0.0
edcd03s,2,False,0.0
edcd0lr,1,False,0.0
edcd1ch,3,False,0.0
edcd318,1,False,0.0
edcd37y,4,False,0.0
edcd3k2,1,False,0.0
edcd3mq,1,False,0.0
edcd4z0,1,False,0.0
edcd6z2,2,False,0.0
edcd8og,3,False,0.0
edcda4d,0,False,0.0
edcdbo8,3,False,0.0
edcdeut,6,False,0.0
edcdg0g,1,False,0.0
edcdg3p,5,False,0.0
edcdj5t,3,False,0.0
edcdmkv,2,False,0.0
edcdo40,3,False,0.0
edcdq72,0,False,0.0
edcdr8x,5,False,0.0
edcdu9q,2,False,0.0
edcdy1m,2,False,0.0
edcdy5e,3,False,0.0
edcdyp9,2,False,0.0
edce0vc,1,False,0.0
edce0z0,6,False,0.0
edce553,3,False,0.0
edce83s,2,False,0.0
edce8jt,3,False,0.0
edcefvj,5,False,0.0
edcefy7,0,False,0.0
edceg1o,3,False,0.0
edcegf4,1,False,0.0
edcenef,2,False,0.0
edceppm,1,False,0.0
edceqdu,1,False,0.0
edcesjb,2,False,0.0
edcew4g,3,False,0.0
edcey51,3,False,0.0
edcezxe,4,False,0.0
edcf1ia,2,False,0.0
edcf1nx,2,False,0.0
edcf4w1,4,False,0.0
edcf7hy,3,False,0.0
edcfci5,4,False,0.0
edcfdkw,1,False,0.0
edcfg3m,2,False,0.0
edcfgoy,1,False,0.0
edcfins,1,False,0.0
edcfkgc,3,False,0.0
edcfpld,1,False,0.0
edcfr24,0,False,0.0
edcfs5c,0,False,0.0
edcfted,2,False,0.0
edcfuk0,3,False,0.0
edcfv20,2,False,0.0
edcfw7m,4,False,0.0
edcfxsy,2,False,0.0
edcfzs2,2,False,0.0
edcg01b,2,False,0.0
edcg0h9,0,False,0.0
edcg0uu,5,False,0.0
edcg8q6,1,False,0.0
edcg9gt,2,False,0.0
edcga60,1,False,0.0
edcgc7u,1,False,0.0
edcge8n,2,False,0.0
edcgi09,3,False,0.0
edcgi6l,3,False,0.0
edcgjz1,1,False,0.0
edcgl63,1,False,0.0
edcglwj,3,False,0.0
edcgnfp,3,False,0.0
edcgo3h,3,False,0.0
edcgrvs,3,False,0.0
edcgshi,3,False,0.0
edcgt55,2,False,0.0
edcgthw,1,False,0.0
edcgwf4,3,False,0.0
edcgwy2,1,False,0.0
edch0wd,3,False,0.0
edch27s,3,False,0.0
edch30g,1,False,0.0
edch3qc,1,False,0.0
edch43k,2,False,0.0
edch746,1,False,0.0
edchbch,3,False,0.0
edchcx9,4,False,0.0
edchgvs,3,False,0.0
edchja0,3,False,0.0
edchkwv,1,False,0.0
edchl8m,0,False,0.0
edchruo,3,False,0.0
edchtud,3,False,0.0
edchv04,2,False,0.0
edchvnj,0,False,0.0
edci1iw,1,False,0.0
edci2zk,2,False,0.0
edci3t7,3,False,0.0
edci3uk,3,False,0.0
edci3yu,2,False,0.0
edci5bk,4,False,0.0
edci69m,4,False,0.0
edci7fb,5,False,0.0
edci8on,1,False,0.0
edci9bh,2,False,0.0
edcid6m,2,False,0.0
edcidsm,3,False,0.0
edcij92,4,False,0.0
edcingv,1,False,0.0
edciovq,4,False,0.0
edcis6q,2,False,0.0
edciw86,1,False,0.0
edciwc1,2,False,0.0
edciymf,1,False,0.0
edcj07c,3,False,0.0
edcj1jc,4,False,0.0
edcj1kb,2,False,0.0
edcj30l,5,False,0.0
edcj5l9,2,False,0.0
edcj6in,1,False,0.0
edcj9b3,1,False,0.0
edcja4e,5,False,0.0
edcjadx,1,False,0.0
edcjbae,3,False,0.0
edcjfei,3,False,0.0
edcjh11,3,False,0.0
edcjij3,3,False,0.0
edcjj76,3,False,0.0
edcjkq1,2,False,0.0
edcjks9,2,False,0.0
edcjn6t,0,False,0.0
edcjoj4,1,False,0.0
edcjp9b,1,False,0.0
edcjssh,3,False,0.0
edcjteb,3,False,0.0
edcjtts,1,False,0.0
edcjv5s,0,False,0.0
edcjvmj,1,False,0.0
edcjxfj,1,False,0.0
edcjydk,1,False,0.0
edck2ci,3,False,0.0
edck2h8,3,False,0.0
edck8ew,2,False,0.0
edcka93,2,False,0.0
edckbco,2,False,0.0
edckbgd,1,False,0.0
edckc5y,2,False,0.0
edckeo5,1,False,0.0
edckh6b,3,False,0.0
edckha9,3,False,0.0
edckhap,2,False,0.0
edcki0k,3,False,0.0
edckiqb,1,False,0.0
edckk2f,1,False,0.0
edckk6p,5,False,0.0
edckkze,1,False,0.0
edcklf7,1,False,0.0
edckr48,1,False,0.0
edckr7q,0,False,0.0
edckt4x,1,False,0.0
edcktjv,2,False,0.0
edcktk0,3,False,0.0
edcktsz,2,False,0.0
edckv62,2,False,0.0
edckxx5,1,False,0.0
edckzad,1,False,0.0
edcl0uj,5,False,0.0
edcl4gl,2,False,0.0
edcl6zm,1,False,0.0
edcl7vt,1,False,0.0
edclco7,1,False,0.0
edcle52,5,False,0.0
edclfo6,1,False,0.0
edclgnb,3,False,0.0
edclh5n,4,False,0.0
edcljyk,4,False,0.0
edclmeo,2,False,0.0
edclozc,3,False,0.0
edclpyo,1,False,0.0
edclq07,2,False,0.0
edcltjm,2,False,0.0
edcltt8,3,False,0.0
edclugj,3,False,0.0
edclugt,2,False,0.0
edclwd9,5,False,0.0
edclxfh,3,False,0.0
edcly8j,0,False,0.0
edclzyv,2,False,0.0
edcm0it,1,False,0.0
edcm3cr,2,False,0.0
edcm44d,3,False,0.0
edcm6g8,1,False,0.0
edcm74f,4,False,0.0
edcm78p,0,False,0.0
edcm8gf,0,False,0.0
edcm9v9,0,False,0.0
edcmeyf,1,False,0.0
edcmflc,2,False,0.0
edcmgqs,3,False,0.0
edcmhdm,1,False,0.0
edcmi2d,2,False,0.0
edcmieb,1,False,0.0
edcmikh,2,False,0.0
edcmilh,4,False,0.0
edcmiq3,2,False,0.0
edcmkkf,1,False,0.0
edcmmgh,3,False,0.0
edcmnk3,3,False,0.0
edcmp09,4,False,0.0
edcmsoz,3,False,0.0
edcmyxk,2,False,0.0
edcn1al,2,False,0.0
edcn2ku,2,False,0.0
edcn464,1,False,0.0
edcn59s,3,False,0.0
edcn8rt,1,False,0.0
edcna4c,4,False,0.0
edcna90,1,False,0.0
edcnd0l,2,False,0.0
edcne00,1,False,0.0
edcnevu,4,False,0.0
edcnfj9,2,False,0.0
edcnihe,6,False,0.0
edcning,2,False,0.0
edcnjr2,5,False,0.0
edcnjz9,4,False,0.0
edcnkai,3,False,0.0
edcnlah,4,False,0.0
edcnlhd,2,False,0.0
edcnpts,3,False,0.0
edcnram,2,False,0.0
edcnsgk,4,False,0.0
edcnueh,5,False,0.0
edcnwad,4,False,0.0
edcnx7u,4,False,0.0
edcny62,1,False,0.0
edco2wn,2,False,0.0
edco61i,4,False,0.0
edcoaee,3,False,0.0
edcobri,2,False,0.0
edcod2v,3,False,0.0
edcohgq,5,False,0.0
edconw4,1,False,0.0
edcoo9n,1,False,0.0
edcoqmb,4,False,0.0
edcoull,1,False,0.0
edcp0s2,1,False,0.0
edcp4p3,1,False,0.0
edcp8f5,0,False,0.0
edcpb25,1,False,0.0
edcpefc,2,False,0.0
edcpgem,2,False,0.0
edcpgii,1,False,0.0
edcph3q,1,False,0.0
edcpjhn,1,False,0.0
edcpmpw,5,False,0.0
edcps7s,0,False,0.0
edcpsu5,7,False,0.0
edcpsy7,4,False,0.0
edcpwau,1,False,0.0
edcpx85,3,False,0.0
edcpyp7,2,False,0.0
edcpzgq,3,False,0.0
edcq38f,3,False,0.0
edcq5b8,0,False,0.0
edcq85a,2,False,0.0
edcqbz0,2,False,0.0
edcqcwm,2,False,0.0
edcqdln,3,False,0.0
edcqf5m,2,False,0.0
edcqkia,5,False,0.0
edcqldi,2,False,0.0
edcqmf1,3,False,0.0
edcqwf9,2,False,0.0
edcqwfw,2,False,0.0
edcqznz,2,False,0.0
edcr3jb,4,False,0.0
edcr8ev,3,False,0.0
edcr8hl,2,False,0.0
edcrbbw,3,False,0.0
edcrbcm,1,False,0.0
edcrfz2,1,False,0.0
edcriqi,1,False,0.0
edcrm0x,4,False,0.0
edcrmiq,2,False,0.0
edcrp6o,1,False,0.0
edcrpag,4,False,0.0
edcrstd,3,False,0.0
edcrusm,3,False,0.0
edcrz4o,1,False,0.0
edcs0h5,0,False,0.0
edcs3l6,1,False,0.0
edcs5ky,4,False,0.0
edcs5yu,4,False,0.0
edcs679,0,False,0.0
edcs9ap,4,False,0.0
edcsadm,3,False,0.0
edcsaru,1,False,0.0
edcsb2b,1,False,0.0
edcsbk6,2,False,0.0
edcscet,3,False,0.0
edcscw4,2,False,0.0
edcsd98,3,False,0.0
edcsi0i,3,False,0.0
edcsigb,2,False,0.0
edcsmfx,2,False,0.0
edcsn7z,4,False,0.0
edcso0g,1,False,0.0
edcsp2t,2,False,0.0
edcssxj,3,False,0.0
edcsu77,4,False,0.0
edcsxvx,2,False,0.0
edcsyti,2,False,0.0
edct2hw,4,False,0.0
edct6us,1,False,0.0
edct9as,2,False,0.0
edctc89,2,False,0.0
edcthwi,2,False,0.0
edctm6s,2,False,0.0
edctqui,0,False,0.0
edctrnk,4,False,0.0
edctt7f,0,False,0.0
edcttl6,2,False,0.0
edctups,2,False,0.0
edctwfb,3,False,0.0
edctzg2,1,False,0.0
edcu084,1,False,0.0
edcu0ff,2,False,0.0
edcu8fa,3,False,0.0
edcu99z,1,False,0.0
edcu9jw,3,False,0.0
edcubky,2,False,0.0
edcugz4,3,False,0.0
edcuj07,2,False,0.0
edcunta,3,False,0.0
edcunu6,2,False,0.0
edcusno,0,False,0.0
edcutwu,5,False,0.0
edcuysp,1,False,0.0
edcv0tl,2,False,0.0
edcv69j,2,False,0.0
edcvb7d,3,False,0.0
edcvg76,1,False,0.0
edcvhrs,0,False,0.0
edcvppe,3,False,0.0
edcvq7k,3,False,0.0
edcvs53,2,False,0.0
edcvs72,2,False,0.0
edcvvdu,1,False,0.0
edcvxy5,1,False,0.0
edcw34b,4,False,0.0
edcw3ft,1,False,0.0
edcw904,4,False,0.0
edcwcxl,3,False,0.0
edcwev4,2,False,0.0
edcwf39,4,False,0.0
edcwj8q,3,False,0.0
edcwkm7,2,False,0.0
edcwmjc,5,False,0.0
edcwofh,3,False,0.0
edcwyrb,4,False,0.0
edcx1rj,5,False,0.0
edcx4cg,5,False,0.0
edcx5mn,1,False,0.0
edcx6jj,3,False,0.0
edcxbys,4,False,0.0
edcxf38,5,False,0.0
edcxflh,2,False,0.0
edcxg8l,5,False,0.0
edcxgps,2,False,0.0
edcxivx,2,False,0.0
edcxl4t,0,False,0.0
edcxlpz,2,False,0.0
edcxo64,4,False,0.0
edcxqvm,1,False,0.0
